SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,AvgCharges,Churn
0,1,1,0,1,0,2,0,2,2,2,2,1,1,1,61.40813953488372,0
0,1,0,1,2,0,2,0,2,0,2,2,1,0,3,78.6972972972973,0
1,0,0,1,2,1,0,0,0,0,0,2,0,1,1,86.375,1
0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,21.65,1
0,1,0,1,0,1,2,2,2,2,2,2,2,1,1,106.43968253968254,0
0,0,0,1,0,1,0,0,0,0,2,2,0,0,3,79.21666666666667,0
0,1,1,1,2,2,1,1,1,1,1,1,2,1,1,25.33863636363636,0
0,0,0,1,2,1,0,2,2,0,2,2,0,1,2,106.41071428571429,1
1,0,0,1,2,1,0,0,0,0,0,2,0,0,2,86.96875,0
0,0,1,1,2,2,1,1,1,1,1,1,2,0,3,23.304225352112674,0
0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,24.25,1
0,1,1,1,2,2,1,1,1,1,1,1,2,0,0,25.803472222222222,0
1,1,0,1,0,0,2,2,0,0,0,0,0,1,0,51.56875,0
0,1,0,1,2,1,2,2,2,2,0,0,2,0,3,97.33712121212122,0
0,0,0,1,2,1,0,0,0,0,0,0,0,1,2,76.17727272727274,1
0,0,0,1,2,0,2,2,2,2,2,0,1,1,1,80.90588235294118,0
0,0,1,0,1,0,2,0,0,0,0,2,0,1,2,41.35,0
0,0,0,1,0,1,0,0,0,0,2,2,0,1,2,95.53214285714286,0
0,0,0,1,2,1,0,2,0,2,0,2,0,1,2,90.55,1
0,0,0,1,2,0,2,2,2,0,2,2,2,0,3,85.58642857142857,0
0,0,1,1,2,0,2,2,0,2,0,0,2,0,2,69.87857142857143,0
1,1,0,1,2,1,0,2,0,0,2,2,1,1,1,99.50185185185185,1
0,0,1,1,0,1,2,0,0,0,0,0,0,1,0,73.87678571428572,1
0,0,0,1,0,2,1,1,1,1,1,1,2,0,3,20.29375,0
0,1,0,1,0,0,0,2,0,0,0,2,2,1,1,59.87246376811594,0
0,1,1,1,0,0,2,2,0,0,0,0,0,0,3,54.78928571428572,0
1,0,0,1,0,1,0,0,0,0,0,0,0,1,2,65.825,1
1,0,0,1,2,1,0,0,2,0,2,2,0,1,2,103.48717948717949,0
0,1,1,1,2,1,0,2,2,2,2,2,2,1,0,108.90333333333332,0
0,1,1,1,2,0,2,2,2,2,2,0,2,1,0,79.54791666666667,0
0,0,0,1,0,2,1,1,1,1,1,1,2,0,3,19.553947368421053,0
0,1,0,1,2,0,2,2,2,2,0,0,2,1,0,66.73124999999999,0
0,0,0,1,2,2,1,1,1,1,1,1,0,1,3,24.05,1
0,1,1,1,0,2,1,1,1,1,1,1,2,1,1,19.647916666666667,0
0,1,0,1,2,2,1,1,1,1,1,1,2,0,0,26.24818181818182,0
0,1,1,0,1,0,0,0,2,2,2,2,1,1,2,56.84215686274509,0
0,0,0,1,0,0,2,2,2,2,2,2,2,1,0,84.27777777777777,0
0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,20.4,0
0,1,1,1,0,2,1,1,1,1,1,1,2,1,3,19.632608695652173,0
0,0,0,1,0,0,0,2,0,0,0,0,0,0,2,50.55,1
0,0,0,1,2,0,0,0,0,2,0,0,0,1,3,58.525,0
1,0,0,1,2,1,2,2,2,0,2,2,0,0,1,112.29423076923078,0
0,0,0,1,2,0,2,0,0,0,0,0,1,0,3,52.59722222222222,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,45.35,0
0,0,0,1,2,0,2,0,2,0,0,0,1,0,3,59.0875,0
0,1,1,1,0,0,2,2,2,0,2,0,1,0,2,68.15,0
0,0,0,1,2,1,0,2,0,0,2,2,0,1,2,101.11071428571428,1
1,1,0,0,1,0,2,2,2,2,2,2,2,1,1,63.138888888888886,0
0,1,1,1,0,2,1,1,1,1,1,1,0,1,3,20.5,1
0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,16.32,0
0,0,0,1,0,2,1,1,1,1,1,1,1,0,0,20.235714285714284,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27.135714285714283,0
0,0,0,1,0,1,0,0,2,0,0,0,0,1,0,80.475,1
0,1,1,1,2,1,2,2,2,2,2,2,2,1,1,111.92430555555556,0
0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,24.14,1
0,0,0,1,0,1,2,2,2,2,2,2,2,0,1,111.90079365079364,0
0,0,0,0,1,0,2,2,2,2,0,0,2,0,0,45.716071428571425,0
0,0,1,1,0,0,0,0,0,2,0,0,0,1,3,57.36,0
0,1,0,1,2,1,0,2,2,2,2,2,2,1,0,110.86805555555556,0
1,1,1,1,2,1,0,2,2,0,0,0,0,1,2,83.58235294117648,0
0,1,1,1,0,0,2,2,0,2,0,0,1,0,3,59.61268656716418,0
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,46.14375,0
0,1,1,1,2,1,0,2,0,2,0,2,0,1,0,89.07115384615385,0
0,1,1,1,0,2,1,1,1,1,1,1,0,1,3,22.330555555555556,0
0,1,1,1,2,2,1,1,1,1,1,1,2,0,3,26.000847457627117,0
0,0,0,1,0,2,1,1,1,1,1,1,2,0,3,18.216666666666665,0
0,0,0,1,2,1,0,0,0,0,2,2,0,1,2,100.18571428571428,0
0,1,1,0,1,0,2,0,2,0,0,0,1,0,3,33.56440677966101,0
0,0,0,0,1,0,2,0,2,2,2,2,2,1,0,62.9,0
0,0,0,1,0,0,0,2,0,0,0,0,0,1,2,52.46,0
1,1,0,0,1,0,2,0,2,2,2,2,2,1,1,65.87881355932203,0
0,1,0,1,2,0,0,2,2,2,2,2,2,1,0,84.53642857142857,0
0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,65.28571428571429,1
0,0,0,1,2,0,0,0,0,0,0,0,0,1,3,48.61590909090909,0
0,1,0,1,2,1,2,0,2,0,2,0,2,1,1,92.9484375,0
0,1,1,0,1,0,2,0,2,2,2,2,2,0,3,62.48879310344827,0
1,1,0,1,2,1,0,0,0,2,2,2,1,0,2,103.3445652173913,0
1,1,0,1,2,1,0,2,0,0,2,2,0,1,2,99.66724137931034,0
0,1,0,1,2,1,0,2,0,0,2,2,2,1,1,95.4125,0
1,0,0,0,1,0,0,0,2,0,2,0,0,1,2,39.098333333333336,1
1,0,0,1,2,0,2,2,0,0,0,0,0,0,0,60.26818181818182,0
1,0,0,0,1,0,0,2,2,0,2,2,0,1,2,51.93970588235294,0
0,0,0,0,1,0,2,2,0,0,0,2,2,0,0,45.036111111111104,0
0,0,0,0,1,0,0,2,0,0,2,2,0,1,2,51.78333333333333,1
0,1,1,1,2,2,1,1,1,1,1,1,2,0,3,25.822222222222223,0
0,1,1,1,2,1,0,0,2,2,0,0,0,1,2,82.57625,1
0,1,1,1,0,0,0,0,0,0,2,2,0,0,3,67.175,1
0,1,1,1,2,0,0,0,2,0,0,2,2,0,1,63.13148148148148,0
0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,50.67857142857143,0
0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,70.5,1
0,0,0,1,2,1,0,2,2,0,0,2,0,1,2,95.345,1
0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,50.15,0
0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,19.75,1
0,0,0,1,2,0,2,2,0,2,0,0,1,1,0,65.45625,0
0,1,0,1,0,0,2,2,0,2,2,2,2,1,0,81.11470588235295,0
0,1,1,1,0,2,1,1,1,1,1,1,1,1,3,19.428571428571427,0
0,1,1,1,0,1,2,0,0,2,2,2,2,1,2,98.05882352941177,0
1,1,0,1,2,1,0,0,0,0,0,0,0,1,2,73.68,0
0,0,0,0,1,0,2,0,0,0,2,0,0,1,2,41.525,0
1,0,0,1,0,1,0,0,0,0,0,2,0,1,2,79.83888888888889,0
0,1,1,1,0,0,2,2,0,0,2,0,0,1,2,66.97142857142858,1
1,1,0,1,2,1,0,0,2,0,2,2,0,1,2,100.21724137931035,1
0,0,0,0,1,0,2,2,0,0,0,2,0,1,0,48.053773584905656,0
0,1,0,1,2,1,2,2,2,0,2,0,2,1,1,99.20714285714286,0
1,1,1,1,2,1,0,0,0,0,2,2,0,1,2,96.16428571428571,0
0,1,1,1,0,0,2,0,2,2,2,0,1,1,0,70.18409090909091,1
0,1,0,1,2,1,2,0,0,0,0,0,0,1,1,76.515,0
0,1,1,1,2,2,1,1,1,1,1,1,2,0,3,23.88103448275862,0
0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,69.6,1
0,1,0,1,2,0,2,0,2,2,2,2,1,0,2,82.84387755102041,1
1,1,0,1,2,1,0,2,0,0,2,2,0,1,2,100.7595588235294,1
0,0,0,1,0,1,0,0,0,0,2,0,0,0,2,78.05,1
0,0,0,0,1,0,0,0,0,2,0,2,1,1,1,39.568333333333335,0
0,1,0,1,2,0,2,2,2,2,2,0,2,0,1,75.02638888888889,0
0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,24.7,0
0,0,0,1,2,1,0,0,0,0,0,0,0,0,2,74.28571428571429,1
0,0,0,1,2,1,0,0,0,0,0,0,0,1,2,78.51111111111112,1
0,0,1,1,0,0,2,0,0,0,0,0,0,0,3,49.9,0
0,0,0,1,2,0,0,2,0,2,0,2,0,1,1,68.5175,0
0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,20.25,0
0,0,0,1,2,1,0,0,0,0,0,0,0,1,1,76.38793103448276,0
0,0,0,1,0,1,0,0,0,2,0,0,0,0,2,74.0,0
0,0,0,1,0,1,2,0,0,2,0,0,0,1,3,71.46666666666667,0
0,0,0,1,0,1,2,0,2,0,2,0,0,1,0,93.5575,0
0,0,1,1,0,1,0,2,0,2,2,2,0,1,1,96.425,0
0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,20.2,1
0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,26.90833333333333,0
0,1,0,1,0,2,1,1,1,1,1,1,2,0,2,20.264,0
0,0,0,1,0,0,2,0,0,0,0,2,0,1,0,56.11666666666667,0
0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,47.66428571428571,0
0,1,1,1,2,1,0,0,2,0,0,2,2,1,1,90.44166666666666,0
0,1,0,1,0,0,0,2,0,0,0,0,0,1,0,49.18125,0
0,1,1,1,2,1,2,0,0,2,2,2,2,0,1,104.61940298507463,0
1,1,0,1,2,1,0,0,0,0,2,2,0,1,2,94.33541666666667,1
0,1,0,1,2,1,2,2,0,0,0,2,2,1,1,96.13472222222222,0
0,1,1,1,0,2,1,1,1,1,1,1,1,1,0,18.189393939393938,0
0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,28.175,1
0,1,0,1,0,0,2,2,0,2,0,2,2,0,3,66.63071428571428,0
0,0,0,1,0,0,0,2,2,0,2,0,1,0,0,65.53636363636363,0
0,0,0,1,2,1,2,2,2,0,0,2,0,1,0,95.31694915254236,0
0,0,0,1,0,2,1,1,1,1,1,1,1,1,1,19.329166666666666,0
0,1,1,1,0,2,1,1,1,1,1,1,2,0,3,20.17156862745098,0
0,1,0,1,2,0,2,0,2,2,2,0,1,0,0,78.41415094339622,0
0,1,1,1,0,2,1,1,1,1,1,1,1,0,0,19.78,0
0,1,0,1,0,1,2,0,2,0,2,2,2,0,1,100.48253968253968,0
0,0,0,1,0,1,0,2,0,0,0,0,0,0,1,74.29249999999999,0
0,0,0,1,0,2,1,1,1,1,1,1,1,1,3,18.228571428571428,0
0,1,1,1,0,1,0,0,0,0,0,2,1,0,0,78.24038461538461,0
1,1,0,1,2,1,0,2,2,0,0,2,0,1,2,92.97037037037036,1
0,0,1,1,0,0,2,2,0,2,0,0,1,0,1,64.51886792452831,0
1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,71.39264705882353,0
1,1,0,1,2,1,0,0,0,0,2,2,0,1,2,92.64473684210526,0
0,1,0,1,0,1,2,2,2,0,0,0,0,1,1,82.59651162790698,0
0,1,1,1,0,2,1,1,1,1,1,1,0,0,3,20.483333333333334,0
0,0,1,1,2,2,1,1,1,1,1,1,2,1,3,25.432142857142857,0
0,0,0,0,1,0,0,2,0,0,2,0,0,1,2,37.04298245614035,1
0,1,1,1,0,1,0,0,2,0,2,0,0,1,3,85.58676470588235,0
0,0,0,0,1,0,0,2,0,2,0,0,0,0,2,37.4,0
0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,20.25,1
0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,23.138461538461538,1
0,0,0,1,2,1,0,2,0,0,2,2,0,0,2,99.66160714285715,0
0,1,0,1,2,1,0,2,2,0,2,2,0,1,1,103.21181818181817,0
0,1,1,1,2,0,2,2,2,2,2,2,2,1,1,93.86805555555556,0
0,1,0,1,0,2,1,1,1,1,1,1,1,0,0,20.06276595744681,0
0,1,1,1,0,2,1,1,1,1,1,1,0,1,1,19.366666666666667,0
0,0,0,1,0,1,0,0,2,0,2,0,0,1,2,85.45,1
1,0,0,1,2,1,0,2,0,0,0,0,0,1,2,87.01875,0
0,0,0,1,2,1,0,2,0,0,2,2,1,0,0,97.41269841269842,1
1,0,0,0,1,0,0,0,2,0,2,0,0,1,2,40.988571428571426,0
0,0,0,1,0,0,2,2,0,2,0,0,1,0,1,57.76119402985075,0
0,0,0,1,2,1,0,0,0,0,0,2,0,1,2,81.738,1
0,0,0,1,2,1,2,0,2,0,2,2,0,0,3,105.47619047619048,0
0,0,0,1,0,0,2,2,0,2,0,2,0,0,0,64.78846153846153,0
0,1,0,1,2,1,0,0,0,0,0,0,0,1,2,73.60571428571428,1
1,1,0,1,2,2,1,1,1,1,1,1,2,0,0,26.774647887323944,0
0,0,0,1,0,2,1,1,1,1,1,1,0,0,1,20.7448275862069,0
0,1,0,0,1,0,0,2,0,0,2,2,2,0,2,49.51056338028169,1
1,1,0,1,0,1,0,0,0,0,2,2,0,1,2,86.49285714285715,0
1,0,0,0,1,0,0,2,2,0,2,2,0,1,2,54.28157894736842,0
0,1,0,1,2,0,2,0,2,2,0,2,2,0,0,75.83923076923077,0
0,0,0,1,0,2,1,1,1,1,1,1,1,0,3,22.038888888888888,0
0,0,0,1,2,1,0,0,0,0,0,0,0,1,2,78.3,1
1,0,0,1,2,1,2,2,2,2,2,2,2,1,1,117.17013888888889,0
0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,19.75,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,44.72727272727273,0
0,1,1,1,2,2,1,1,1,1,1,1,2,0,3,25.33205128205128,0
1,0,0,1,2,1,2,2,2,0,0,0,0,1,2,93.16779661016949,0
0,0,0,1,0,0,2,0,0,2,2,2,1,0,0,73.39807692307691,0
1,0,0,1,0,0,0,0,2,0,0,0,0,0,3,53.55,0
0,1,1,0,1,0,2,2,2,2,2,2,2,0,0,63.54652777777778,0
0,1,0,1,2,0,2,2,2,0,0,0,1,0,1,66.30076923076923,0
0,1,1,1,2,1,0,2,2,2,2,2,2,0,1,110.03819444444444,0
0,0,0,1,2,1,0,0,0,2,0,2,0,1,0,87.05833333333334,0
1,0,0,1,0,2,1,1,1,1,1,1,1,0,1,18.365625,0
0,1,0,1,2,0,0,0,2,0,2,2,1,0,0,77.524,0
0,1,0,0,1,0,2,0,2,2,2,2,2,1,3,61.9483606557377,0
0,0,0,1,0,1,0,2,2,0,2,2,0,1,2,97.15,1
0,1,0,1,2,1,2,2,2,2,2,2,2,0,0,115.96458333333334,0
0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,20.62222222222222,1
0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,19.5,0
0,0,0,1,2,1,0,0,0,0,0,2,0,1,2,88.90833333333335,0
0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,26.31216216216216,1
0,1,1,1,0,2,1,1,1,1,1,1,1,0,3,20.105737704918035,0
0,1,1,1,0,2,1,1,1,1,1,1,1,0,0,19.016666666666666,0
0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,46.90714285714286,0
0,1,1,0,1,0,2,2,2,2,0,2,2,1,3,58.065441176470586,0
1,0,0,1,2,1,0,0,0,0,0,0,0,1,1,69.00416666666666,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,20.925,1
0,1,0,1,2,1,0,0,2,0,2,2,0,1,2,99.43064516129031,0
1,0,0,1,2,1,0,0,0,2,2,2,0,0,2,98.71551724137932,1
0,0,1,0,1,0,0,2,0,2,0,0,0,0,3,33.6,0
1,1,0,1,2,1,0,0,2,0,0,0,0,1,0,68.78999999999999,1
0,0,0,1,0,2,1,1,1,1,1,1,0,0,2,20.7,0
0,0,1,1,2,1,0,0,2,2,2,2,2,1,2,106.29838709677419,0
0,1,1,1,0,2,1,1,1,1,1,1,2,0,0,19.943055555555556,0
1,0,0,1,2,1,0,0,2,2,2,2,0,1,2,103.2375,1
0,1,1,1,2,0,2,2,0,2,2,0,1,0,1,70.80942028985508,0
0,1,0,1,2,1,2,0,0,2,2,0,0,1,1,111.09545454545454,1
0,1,0,1,2,1,0,2,2,2,2,2,0,1,2,109.07460317460317,0
0,0,0,1,0,2,1,1,1,1,1,1,1,0,0,17.63478260869565,0
0,0,0,1,0,2,1,1,1,1,1,1,0,0,1,20.825,0
0,1,0,1,2,2,1,1,1,1,1,1,2,1,1,25.378873239436622,0
1,0,0,1,2,0,2,0,0,2,0,2,0,1,2,68.05444444444444,0
0,1,1,1,2,2,1,1,1,1,1,1,2,0,3,25.210714285714285,0
0,0,1,1,2,1,0,0,0,0,0,2,0,1,2,82.57954545454545,0
0,1,1,1,2,2,1,1,1,1,1,1,2,0,3,24.13653846153846,0
0,1,0,1,2,1,0,0,2,2,2,2,1,1,2,104.41909090909091,1
0,0,0,0,1,0,2,0,2,2,2,2,2,0,1,60.324615384615385,0
0,1,1,1,0,2,1,1,1,1,1,1,2,0,0,20.325694444444444,0
0,1,0,1,0,2,1,1,1,1,1,1,1,0,0,18.945,0
0,0,1,1,0,2,1,1,1,1,1,1,1,0,3,13.828571428571427,0
1,0,0,1,0,1,0,2,0,0,0,2,0,1,2,81.7,0
0,1,1,1,2,0,2,0,2,0,2,2,2,0,1,76.94375000000001,0
0,1,1,1,2,1,2,2,2,2,2,2,2,1,1,117.45486111111111,0
0,0,0,0,1,0,2,0,0,2,2,0,0,1,3,48.166666666666664,0
0,1,0,0,1,0,0,2,2,2,2,2,1,1,1,61.78840579710145,0
0,1,1,1,0,0,0,2,0,2,0,0,0,1,0,57.934090909090905,0
1,1,1,1,2,0,0,0,2,0,2,0,1,1,2,65.00081967213114,0
1,0,0,1,2,1,0,2,2,0,2,2,0,1,1,104.02916666666665,1
0,0,0,1,0,1,0,0,0,0,2,2,0,0,2,90.6,1
0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,48.00833333333333,1
0,0,0,1,2,1,0,2,0,0,0,2,0,1,2,92.025,1
0,1,0,1,2,1,0,2,2,2,2,2,2,1,2,108.89722222222223,0
0,0,0,1,2,0,2,2,2,2,2,2,2,0,0,92.12152777777777,0
1,1,0,1,2,1,0,0,0,0,0,0,0,1,2,72.38214285714285,0
0,0,0,1,2,2,1,1,1,1,1,1,0,1,0,21.849999999999998,0
0,0,0,1,0,1,0,2,0,0,0,0,1,0,2,78.596875,0
0,1,1,1,0,2,1,1,1,1,1,1,1,0,3,18.66090909090909,0
0,0,0,1,0,2,1,1,1,1,1,1,0,0,1,19.3,0
0,0,0,1,0,1,2,2,2,2,2,2,1,0,1,111.81888888888889,0
0,0,0,1,0,1,0,0,0,0,0,0,0,1,3,73.46666666666667,0
0,1,0,1,0,2,1,1,1,1,1,1,2,0,3,19.950704225352112,0
0,1,0,1,0,2,1,1,1,1,1,1,0,0,3,19.79375,0
0,1,0,1,2,1,0,0,0,0,0,0,0,1,2,85.53333333333335,1
0,1,1,1,0,0,2,2,0,2,2,2,2,0,0,80.3268115942029,0
0,1,1,1,0,1,0,0,0,0,0,0,0,1,2,68.5,1
1,1,0,1,2,1,2,2,2,2,2,2,2,1,1,117.27361111111112,0
0,0,0,1,0,1,2,0,0,0,0,0,0,1,2,71.97727272727273,1
0,0,0,1,2,0,2,2,2,2,0,2,2,0,0,80.39718309859154,0
0,0,0,1,0,1,0,0,0,0,0,0,0,1,3,69.95,1
0,1,0,0,1,0,2,0,2,2,2,2,2,0,0,61.1,0
0,0,0,1,0,2,1,1,1,1,1,1,1,0,3,20.415625,0
1,1,0,1,2,1,2,2,2,2,0,0,1,0,2,97.70982142857143,0
0,0,0,1,0,2,1,1,1,1,1,1,0,0,1,19.95,0
0,0,0,1,0,0,0,0,2,0,2,2,0,1,2,69.28,1
0,1,1,1,0,2,1,1,1,1,1,1,1,0,3,18.62456140350877,0
0,1,1,0,1,0,0,2,2,0,0,0,1,1,1,35.205357142857146,0
0,0,0,1,2,1,0,2,2,0,2,0,0,1,2,96.70625,1
0,1,1,1,0,0,2,2,2,0,0,0,0,0,3,64.63863636363637,1
0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,19.75,0
0,0,1,1,0,0,2,0,0,2,2,0,0,1,1,61.50875,0
0,1,1,1,0,2,1,1,1,1,1,1,2,0,1,18.619565217391305,0
0,1,1,1,0,2,1,1,1,1,1,1,2,0,3,20.2515873015873,0
0,1,1,1,2,1,2,2,2,0,2,2,2,1,2,109.81617647058823,0
0,1,1,1,0,1,2,2,0,2,2,2,2,1,1,105.2427536231884,0
0,1,0,1,2,1,0,2,2,2,0,0,0,0,2,91.36785714285715,0
0,1,1,1,0,0,0,2,2,0,0,2,1,1,3,66.005,0
0,0,0,1,2,1,2,2,2,2,2,0,1,0,1,104.61587301587302,0
0,1,1,0,1,0,2,2,2,2,0,2,2,1,3,50.33958333333334,0
0,0,0,1,2,0,0,0,2,0,0,0,0,1,3,54.415789473684214,0
0,1,1,1,2,1,0,0,2,0,2,0,0,1,2,85.68863636363636,0
0,1,0,1,2,1,2,2,0,0,0,0,0,1,2,85.07241379310345,1
0,1,0,1,2,0,0,0,2,0,2,2,1,1,3,76.11153846153846,1
0,1,0,1,2,2,1,1,1,1,1,1,2,1,0,28.670714285714286,0
0,1,0,1,0,1,0,2,2,0,2,2,0,0,2,102.55102040816327,0
1,1,0,1,2,1,2,0,2,2,2,2,1,1,3,112.3313953488372,1
0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,19.916666666666668,1
0,1,1,1,0,0,0,0,2,2,2,2,1,0,2,73.5297619047619,0
0,0,0,1,0,0,0,2,0,2,0,0,1,1,3,54.99473684210526,0
1,0,0,1,0,0,2,0,2,0,2,0,0,0,0,47.275,1
0,1,0,1,2,1,2,2,2,2,2,2,2,1,1,115.44999999999999,0
1,0,0,1,2,1,0,2,2,0,2,2,0,1,2,105.7358695652174,0
1,1,0,1,2,1,0,0,0,2,2,2,0,1,1,104.11969696969696,1
0,0,0,1,2,1,2,2,0,2,0,2,1,0,2,105.31048387096774,1
0,1,0,1,2,0,2,2,2,2,2,2,2,1,0,92.19305555555555,0
0,1,1,1,0,1,0,2,0,2,2,0,1,1,2,90.44571428571429,0
0,1,0,1,2,1,2,2,2,0,0,0,0,0,1,85.53823529411765,1
0,1,0,1,2,0,2,2,2,2,2,2,2,1,2,94.2513888888889,0
0,1,1,1,0,2,1,1,1,1,1,1,1,0,3,19.392857142857142,0
0,1,0,1,2,2,1,1,1,1,1,1,2,1,1,23.699107142857144,1
0,0,0,1,2,1,0,0,0,2,0,0,0,1,1,77.55322580645162,1
0,0,0,1,0,2,1,1,1,1,1,1,1,0,0,19.273333333333333,0
0,0,0,1,2,2,1,1,1,1,1,1,0,1,3,25.75,0
0,0,0,1,0,0,0,2,0,0,0,0,0,1,3,57.35,1
0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,18.25,0
0,1,0,1,0,1,0,2,2,0,2,2,1,1,2,97.76979166666666,0
0,1,1,1,2,2,1,1,1,1,1,1,0,1,0,21.874000000000002,0
0,1,1,1,0,2,1,1,1,1,1,1,2,1,0,19.90703125,0
0,0,0,0,1,0,2,2,0,0,0,0,0,1,3,35.648,0
0,1,1,1,2,1,0,0,2,0,2,2,1,0,0,101.94423076923077,0
1,1,0,1,0,1,0,0,0,0,0,0,0,1,2,70.0875,0
1,0,0,1,0,1,0,0,0,0,2,2,0,0,2,90.5609375,0
0,1,1,1,2,0,2,2,0,2,2,0,2,0,1,74.91111111111111,0
0,1,0,1,2,1,2,0,0,0,0,2,0,1,2,89.03333333333333,0
1,1,0,1,2,1,0,0,2,2,2,2,1,1,1,105.68560606060606,1
0,0,1,1,2,1,0,0,2,0,0,2,0,0,2,85.68333333333334,1
0,0,0,1,0,2,1,1,1,1,1,1,2,0,3,19.989814814814817,0
0,1,1,0,1,0,0,0,0,2,2,0,0,0,2,40.1,1
0,1,1,1,2,1,2,2,0,2,2,2,2,0,0,109.3328125,0
1,0,0,1,2,1,0,0,0,0,0,0,0,1,2,71.5209677419355,1
0,0,0,1,0,1,0,0,0,0,2,2,0,1,3,80.64999999999999,1
0,0,0,1,0,1,2,0,0,0,2,0,1,1,1,81.58749999999999,0
1,1,0,1,0,0,2,2,0,2,0,0,1,1,0,61.483582089552236,0
0,1,1,1,2,0,2,0,2,2,2,0,0,0,2,73.38714285714286,1
0,0,0,1,2,0,2,0,0,2,0,2,2,0,3,74.42444444444445,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,49.21,0
1,0,0,1,2,0,2,2,0,0,0,0,0,1,0,59.27413793103448,0
0,0,0,1,2,2,1,1,1,1,1,1,1,0,0,25.21875,0
0,1,1,1,0,2,1,1,1,1,1,1,2,1,3,20.37121212121212,0
0,0,0,1,0,1,2,0,0,0,2,0,1,0,3,83.66960784313724,0
0,1,0,1,2,2,1,1,1,1,1,1,2,0,3,24.912222222222223,0
0,1,0,1,0,2,1,1,1,1,1,1,1,0,1,18.748979591836736,0
0,1,0,1,0,2,1,1,1,1,1,1,2,1,3,17.99310344827586,0
0,1,1,1,2,1,2,2,0,2,2,2,0,1,1,111.7275,0
1,0,0,1,2,1,0,0,0,0,2,2,0,1,2,96.76486486486488,1
0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,69.17399999999999,0
0,0,0,0,1,0,0,0,2,0,2,2,0,1,2,48.78636363636363,0
0,0,0,0,1,0,2,2,2,2,2,2,2,1,0,63.423611111111114,0
0,0,0,0,1,0,0,2,0,0,0,2,0,1,1,41.9,1
0,1,1,1,0,0,0,2,2,2,2,2,2,0,1,78.88181818181818,0
0,0,0,1,0,1,0,2,0,2,0,0,0,1,3,77.55434782608695,0
1,0,0,1,2,1,0,2,0,0,2,2,0,1,2,101.67291666666667,1
0,0,0,1,0,1,0,0,0,0,2,0,0,0,2,79.55,1
0,0,0,1,2,0,2,2,2,2,2,2,2,0,3,91.62463768115943,0
0,0,1,1,0,2,1,1,1,1,1,1,1,1,1,19.133333333333333,0
0,0,0,1,0,0,0,2,0,2,2,2,1,1,0,76.51160714285713,0
0,0,0,1,2,1,2,0,2,2,2,2,1,1,1,109.8253846153846,0
0,1,0,1,0,2,1,1,1,1,1,1,1,0,2,21.68661971830986,0
1,0,0,1,2,1,0,0,2,0,0,0,0,1,0,75.57857142857142,0
0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,61.9,0
0,0,0,1,2,1,0,0,0,0,2,0,1,0,2,86.9328125,1
0,0,0,1,0,0,2,0,2,0,0,2,0,0,2,68.275,0
0,0,0,1,0,2,1,1,1,1,1,1,0,0,1,20.75,0
0,0,0,1,0,1,0,0,0,0,2,2,0,1,2,89.1,1
0,0,0,1,0,1,0,0,0,0,0,0,0,1,3,71.04285714285714,0
0,1,0,1,2,0,0,0,0,0,0,0,0,1,2,47.41,0
